card_id,decklist_id,place,player_name,quantity,brigade,n_brigades,card_name,in_reserve,image_file,official_set,type,strength,toughness,class,identifier,special_ability,rarity,reference,alignment,legality
justin_alstad_K3-Murderous-Command,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,[],0,Murderous Command [K],False,K3-Murderous-Command,K Starter,Dominant,,,,,You may take an evil Egyptian from deck or Reserve. Discard a Hero in a territory to add an evil Egyptian to battle.,Starter,Exodus 1:22,Evil,Rotation
justin_alstad_031-Herods-Temple-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,[],0,Herod's Temple (GoC),False,031-Herods-Temple-R,Gospel of Christ,Fortress,,,,Holds a Herod’s Temple Artifact,"Protect Gospel humans in territory from harm. During battle, you may reserve the top card of deck to toss all Enhancements played while your N.T. human is alone that battle.",Rare,Mark 13:1,Good,Rotation
justin_alstad_025-Bethlehem-Stable-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,[],0,Bethlehem Stable (GoC),False,025-Bethlehem-Stable-R,Gospel of Christ,Fortress,,,,"[Holds The Manger] Gospel, Nativity","Protect hand, deck and Reserve from opponents. If your nativity Hero is harmed or defeated by an opponent, you may reserve it instead. Each upkeep, you may take a good nativity card from Reserve.",Rare,Luke 2:7,Good,Rotation
justin_alstad_021-Storehouse-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,[],0,Storehouse [IR],False,021-Storehouse-R,Israel's Rebellion,Fortress,,,,,"Protect hand, deck, discard pile and Reserve from opponents. Each upkeep, you may take an O.T. Enhancement from Reserve.",Rare,Genesis 41:56,Evil,Rotation
justin_alstad_The-New-Covenant-IJ,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Purple'],1,The New Covenant (I/J+),False,The-New-Covenant-IJ,I/J+,Covenant,4,3,,,GE: Hero may band to any number of N.T. Heroes. ART: You may take a good Gospel Enhancement from deck or Reserve.,,Mark 14:24,Good,Rotation
justin_alstad_045-Zaccheus-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Good Gold', 'Crimson']",2,"Zaccheus, the Repentant / Zaccheus, Tax Collector (GoC)",False,045-Zaccheus-R,Gospel of Christ,Hero/Evil Character,5(4),6(5),Territory,"(Evil) Thief, X = # of your thieves","HERO: You may reserve an evil card in play or a set-aside area. If you do not, you may choose an Evil Character to block. EC: While another thief is in play, negate Enhancements in opponents' territories. If blocking, you may draw X.",Rare,Luke 19:2,Neutral,Rotation
justin_alstad_032-Philosophy.jpg,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['White', 'Gray']",2,Philosophy (Roots),False,032-Philosophy.jpg,Roots,GE/EE,3 (2),2 (3),,,GE: Negate an evil Enhancement. You may discard an evil card from a hand. / EE: Negate a good Enhancement. You may discard a good card from a hand.,,I Corinthians 1:20,Good/Evil,Rotation
justin_alstad_Nicodemus,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['White', 'Gray']",2,"Nicodemus, the Seeker / Nicodemus, the Teacher (2022 - National)",False,Nicodemus,Promo,Hero/Evil Character,2 (7),4 (9),,"[X = # of your meek N.T. Lost Souls] Empty Tomb, Gospel, Pharisee","H: You may draw X (limit 3). May band to an empty tomb Hero. Cannot be negated. / EC: If blocking alone, you may draw 2. This card and N.T. gray Enhancements used by this card cannot be negated.",Promo,John 3:1,Neutral,Rotation
justin_alstad_LR22-Confusion-of-Mind,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Pale Green'],1,Confusion of Mind (PoC),False,LR22-Confusion-of-Mind,Prophecies of Christ,Curse,0,6,,,Negate opponents' Heroes. An opponent may discard 2 good Enhancements (or a good Dominant) from hand to discard this card. Cannot be negated.,Legacy Rare,Deuteronomy 28:28,Evil,Rotation
justin_alstad_057-Gabriel-UR,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Green', 'Silver']",2,"Gabriel, Mouth of God (GoC)",False,057-Gabriel-UR,Gospel of Christ,Hero,5,12,,"Angel, Gospel, Nativity, Prophet","Negate an evil card. You may take a silver Gospel card from deck or discard pile. If you do not, may band to a Gospel Hero, or you may reserve an evil card from opponent’s deck. Cannot be negated.",Ultra Rare,Luke 1:26,Good,Rotation
justin_alstad_055-Zechariah,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Teal', 'White']",2,"Zechariah, the Silent (GoC)",False,055-Zechariah,Gospel of Christ,Hero,8,11,,"Gospel, Herod's Temple Priest, Nativity, Prophet","If opponent has hand advantage, you may draw 2. May band to Elizabeth, or you may prevent the next Enhancement played by opponent. Cannot be negated.",Common,Luke 1:5,Good,Rotation
justin_alstad_127-The-Heavenly-Host-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Silver'],1,The Heavenly Host (GoC),False,127-The-Heavenly-Host-R,Gospel of Christ,Hero,9,11,Territory / Warrior,"[X = # of cards in hand, ""Heavenly Host"" Token (1/9 silver male angel warrior)] Angel, Gospel, Nativity","If your Heavenly Host Token attacks, you may underdeck an evil card with strength X or greater. If you put a unique nativity Hero in play, you may create a Hero token.",Rare,Luke 2:13-14,Good,Rotation
justin_alstad_128-Resurrection-Revealer-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Silver'],1,Resurrection Revealer (GoC),False,128-Resurrection-Revealer-R,Gospel of Christ,Hero,8,6,Territory,"Angel, Generic, Gospel, Empty Tomb, Prophet","While you control at least 2 Gospel angels, negate opponents' neutral cards. If attacking, you may exchange this card with an empty tomb human from deck or take a good Gospel Dominant from deck.",Rare,Matthew 28:2,Good,Rotation
justin_alstad_132-The-Messianic-Messenger,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Silver'],1,The Messianic Messenger (GoC),False,132-The-Messianic-Messenger,Gospel of Christ,Hero,2,9,Warrior,"Angel, Gospel, Nativity, Prophet","You may take a good nativity card from deck (or Reserve if opponent has hand advantage). If you do not, may band to a nativity Hero. Cannot be interrupted.",Common,Luke 2:9,Good,Rotation
justin_alstad_094-Watchful-Servant-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Good Gold'],1,Watchful Servant (GoC),False,094-Watchful-Servant-R,Gospel of Christ,Hero,5,4,,"Generic, X = # of Heroes opponent controls",You may reserve the bottom card of a deck or draw X (limit 3). May band to a unique N.T. gold Hero. Cannot be interrupted.,Rare,Luke 12:37,Good,Rotation
justin_alstad_Bartimaeus,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Good Gold'],1,Bartimaeus (2022 - Regional),False,Bartimaeus,Promo,Hero,3,5,,Gospel,You may reserve the top card of a deck. You may reveal a good Dominant from hand to take a good gold Gospel Enhancement from discard pile or Reserve. Cannot be negated.,Promo,Mark 10:46,Good,Rotation
justin_alstad_098-Jairus-Daughter,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Good Gold'],1,Jairus' Daughter (GoC),False,098-Jairus-Daughter,Gospel of Christ,Hero,1,2,Star,,"STAR: Reserve the top card of a deck. HERO: You may topdeck this Hero to toss the next evil Enhancement played this battle. If this Hero is defeated, you may topdeck her instead. Cannot be prevented.",Common,Mark 5:42,Good,Rotation
justin_alstad_138-Joseph,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['White'],1,"Joseph, the Betrothed (GoC)",False,138-Joseph,Gospel of Christ,Hero,11,9,,"Gospel, Nativity","You may take a good or neutral nativity card from Reserve (or deck if opponent has hand advantage). May band to Mary, Holy Virgin. Cannot be negated.",Common,Luke 2:4,Good,Rotation
justin_alstad_149-The-Magi,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['White'],1,The Magi (GoC),False,149-The-Magi,Gospel of Christ,Hero,3,3,Star,"Gospel, Nativity","STAR: Topdeck a N.T. * card from deck. / H: May band to a nativity Hero, or if opponent has hand advantage, you may take a * card from deck. Cannot be negated.",Common,Matthew 2:2,Good,Rotation
justin_alstad_220-The-Emmaus-Road-UR,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Good Gold', 'Green', 'Teal']",3,The Emmaus Road,False,220-The-Emmaus-Road-UR,Prophecies of Christ,GE,3,3,Territory,,"(Star) Look at a hand or a Reserve. (HE) You may take a good * card from deck or Reserve. Add it to battle, reserve an evil card in battle or shuffle this card.",Ultra Rare,Luke 24:27,Good,Rotation
justin_alstad_067-Flight-into-Egypt,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Silver', 'White']",2,Flight into Egypt (GoC),False,067-Flight-into-Egypt,Gospel of Christ,GE,4,2,Star,"Gospel, Joseph in Title/Scripture, Nativity","STAR: Protect good nativity cards from harm until end of turn. / GE: If opponent has hand advantage, negate and reserve an evil card.",Common,Matthew 2:13,Good,Rotation
justin_alstad_074-The-Annunciation-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Silver', 'White']",2,The Annunciation (GoC),False,074-The-Annunciation-R,Gospel of Christ,GE,1,4,"Territory, Star","Gospel, Nativity","STAR: Look at a hand or a Reserve. / GE: If used by a nativity Hero, you may take a good Dominant from deck or Reserve. Negate cards (except good nativity cards) in battle.",Rare,Luke 1:31,Good,Rotation
justin_alstad_089-Virgin-Birth,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Green', 'White']",2,Virgin Birth,False,089-Virgin-Birth,Prophecies of Christ,GE,,,Territory,,(Star) Look at the top 6 cards of deck: You may underdeck this card to take 1. (HE) Take a human Hero from Reserve (or deck if used by a female).,Common,Isaiah 7:14,Good,Rotation
justin_alstad_099-Amazing-Faith,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Good Gold'],1,Amazing Faith (GoC),False,099-Amazing-Faith,Gospel of Christ,GE,7,0,Star,,STAR: Play a Lost Soul from a deck. GE: Negate evil cards in battle. You may take a good Dominant from deck. Cannot be negated.,Common,Luke 7:9,Good,Rotation
justin_alstad_104-Teaching-in-Parables-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Good Gold'],1,Teaching in Parables (GoC),False,104-Teaching-in-Parables-R,Gospel of Christ,GE,1,2,"Territory, Star",,STAR: Reserve the top card of a deck. GE: Negate a card in a territory this turn. Reserve an evil card (except a Dominant) from opponent’s hand or an evil card in battle.,Rare,Luke 8:10,Good,Rotation
justin_alstad_156-Lost-Child-Found,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['White'],1,Lost Child Found (GoC),False,156-Lost-Child-Found,Gospel of Christ,GE,2,4,"Territory, Star","Gospel, Nativity","STAR: Play a Lost Soul from a deck. / GE: If used by a nativity Hero, interrupt the battle. Bounce up to 3 other cards (except Dominants).",Common,Luke 2:46,Good,Rotation
justin_alstad_113-The-Amalekites-Slave,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Brown', 'Evil Gold']",2,The Amalekites' Slave (FoM),False,113-The-Amalekites-Slave,Fall of Man,Evil Character,4,4,,Egyptian,"If blocking, you may capture this card to opponent's Land of Bondage to add an evil human from deck to battle.",Legacy Rare,I Samuel 30:13,Evil,Rotation
justin_alstad_062-The-Lying-Prophet,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Brown', 'Gray']",2,The Lying Prophet,False,062-The-Lying-Prophet,Prophecies of Christ,Evil Character,4,5,,"Prophet, X = # of good brigades revealed","If blocking, you may discard a good prophet. If you do not, you may reveal opponent’s hand: Draw X. Cannot be prevented.",Common,I Kings 13:18,Evil,Rotation
justin_alstad_RoJ_AB_N89-Outsiders-1,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Black', 'Evil Gold']",2,Outsiders (Black/Gold) (RoJ AB),False,RoJ_AB_N89-Outsiders-1,Revelation of John (Alternate Border),Evil Character,X,X,,"Generic, Genderless, X = # of opponent's good brigades","You may draw X. If blocking and opponent has more cards in play than you (except Lost Souls), you may draw and/or underdeck up to X cards instead. Cannot be prevented by a good card.",Common,Revelation 22:15,Evil,Rotation
justin_alstad_LoC_177-Herdsmen-of-Gerar,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Black'],1,The Herdsmen of Gerar (LoC),False,LoC_177-Herdsmen-of-Gerar,Lineage of Christ,Evil Character,5,6,,"Philistine, X = # of cards drawn by opponent’s abilities this turn","If opponent used a draw ability this turn, you may draw X. If opponent used a search ability this turn, you may take a card from Reserve. Cannot be interrupted.",Common,Genesis 26:20,Evil,Rotation
justin_alstad_The_Priests_of_Zeus,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Black'],1,The Priests of Zeus,False,The_Priests_of_Zeus,Early Church,Evil Character,2,5,Territory,"Greek, Priest","If an opponent draws because of their special ability, you may discard a card in that player's territory (except a Lost Soul). Cannot be interrupted.",Rare,Acts 14:13,Evil,Rotation
justin_alstad_LoC_178-Philistine-Armor-Bearer,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Black'],1,Philistine Armor Bearer (LoC),False,LoC_178-Philistine-Armor-Bearer,Lineage of Christ,Evil Character,7,5,Warrior,"Generic, Philistine","You may take or equip a black weapon from Reserve. You may exchange this card with a unique Philistine from deck, discard pile or Reserve. Cannot be prevented.",Common,I Samuel 17:41,Evil,Rotation
justin_alstad_Saul-of-Tarsus,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Gray'],1,Saul of Tarsus [2022 - Seasonal],False,Saul-of-Tarsus,Promo,Evil Character,4,2,,"Pharisee, Roman, May activate Unholy Writ on this evil card",You may draw 2 or take an Enhancement of matching brigade from Reserve. Protect this card from the next Enhancement opponent plays this battle. Cannot be prevented.,Seasonal,Acts 7:58,Evil,Rotation
justin_alstad_121-The-Deceiver-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Orange'],1,The Deceiver (RoJ),False,121-The-Deceiver-R,Revelation of John,Evil Character,3,2,,Demon,You may exchange this card with a human Evil Character in deck or Reserve. Cannot be prevented.,Rare,II John 1:7,Evil,Rotation
justin_alstad_165-Duplicity,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Evil Gold', 'Gray']",2,Duplicity (GoC),False,165-Duplicity,Gospel of Christ,EE,4,2,Star,X = # of meek Lost Souls that player controls,STAR: Topdeck a N.T. Artifact from Reserve. EE: Interrupt the battle. You may play an evil Enhancement from Reserve. Each player may draw X (limit 3).,Common,Mark 12:14,Evil,Rotation
justin_alstad_198-Stricken,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Black', 'Gray']",2,Stricken,False,198-Stricken,Prophecies of Christ,EE,5,1,Star,,STAR: Protect all decks and Reserves from opponents during the next battle phase. EE: Negate a good card or reserve a Hero.,Common,Micah 5:1,Evil,Rotation
justin_alstad_217-Scattered-Sheep,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Black', 'Gray']",2,Scattered Sheep,False,217-Scattered-Sheep,Prophecies of Christ,EE,,,,,(Star) Reveal all hands: Underdeck a Hero from each hand. (EE) Shuffle all Heroes in battle. Cannot be negated if opposed by 2 or more Heroes.,Common,Zechariah 13:7,Evil,Rotation
justin_alstad_048-Unsuccessful,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Gray'],1,Unsuccessful (PoC),False,048-Unsuccessful,Prophecies of Christ,Curse,0,6,,,"EE: End the battle as a stalemate. ART: At any time, you may discard this card to negate an Enhancement (or the last Enhancement played) and discard it.",Common,Deuteronomy 28:29,Evil,Rotation
justin_alstad_150-Mary-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['White', 'Clay']",2,"Mary, Holy Virgin / Mary, Willing Servant (GoC)",True,150-Mary-R,Gospel of Christ,Hero,1(3),3(1),,"Jerusalem, Nativity, Prophet, (top) Unity: Heroes (Gospel)",TOP: You may negate and reserve an evil or neutral card in a territory. You may take a * card from Reserve. You may convert this card to meek. Cannot be negated. BOTTOM: Meek,Rare,Luke 1:38,Good,Rotation
justin_alstad_165-The-Coming-Prince,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Green', 'Purple', 'Silver', 'White']",4,The Coming Prince,True,165-The-Coming-Prince,Prophecies of Christ,GE,6,2,Territory,,(Star) Look at the top card of a deck: You may underdeck it. (HE) Negate an evil card in battle. Topdeck a good * card from discard pile.,Common,Daniel 9:25,Good,Rotation
justin_alstad_004-The-First-Sacrifice-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Blue', 'Green', 'Teal']",3,The First Sacrifice,True,004-The-First-Sacrifice-R,Prophecies of Christ,GE,,,"Territory, Star",,STAR: Discard an evil Enhancement. GE: Negate an evil or neutral card in a territory. Underdeck an evil card from opponent’s hand or an evil card in battle.,Rare,Genesis 3:21,Good,Rotation
justin_alstad_064-The-Child-is-Born,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Silver', 'White']",2,The Child is Born (GoC),True,064-The-Child-is-Born,Gospel of Christ,GE,7,0,Star,"Gospel, Nativity",STAR: Topdeck a * card from Reserve. / GE: Interrupt the battle. You may take a nativity Hero from Reserve. Hero may band to any number of N.T. Heroes.,Common,Luke 2:7,Good,Rotation
justin_alstad_152-Magnificat,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['White'],1,Magnificat (GoC),True,152-Magnificat,Gospel of Christ,GE,4,3,Star,"Gospel, Involves music, Nativity","STAR: Discard an evil card from a Reserve. / GE: If used by a Gospel Hero, interrupt the battle. Reserve all Evil Characters in battle. Cannot be prevented if used by Mary, Holy Virgin.",Common,Luke 1:46-47,Good,Rotation
justin_alstad_Foreign-Wives,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,"['Brown', 'Evil Gold', 'Crimson', 'Black', 'Gray', 'Orange', 'Pale Green']",7,Foreign Wives (2022 - Side Event),True,Foreign-Wives,Promo,Evil Character,6,6,,"Generic, Queen of Israel and Judah, Canaanite, Edomite, Egyptian, Moabite","Take Household Idols from discard pile. If opponent has drawn 5 or more cards this turn, protect this card from cards used by opponent. Cannot be negated.",Promo,I Kings 11:1,Evil,Rotation
justin_alstad_206-Herod-the-Great-R,nats2024_11th_justin_alstad.txt,11,justin_alstad,1,['Evil Gold'],1,Herod the Great (GoC),True,206-Herod-the-Great-R,Gospel of Christ,Evil Character,12,10,Warrior,"Edomite, Herod, Roman King","You may discard a random card from a Reserve. If you do not, you may play Herod’s Temple or a Herod from deck. You may choose a Hero to attack. Cannot be negated.",Rare,Matthew 2:7,Evil,Rotation
